lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,2020.acl-main.45,Academic paper,By how much does the accuracy of BERT+CE on SST-2 exceed that of BERT+DL?,"[22779, 22789, 3077, 3878, 22748, 3995, 22786, 2839, 2582, 2814]",[3077],3,1.0
0.5,2020.acl-main.45,Academic paper,What is the ratio of negative to positive examples for the Quoref task?,"[3168, 3098, 3055, 3084, 3172, 3081, 3058, 3061, 3176, 2981]",[3084],4,1.0
0.5,2020.acl-main.423,Academic paper,Does SenseBERT employ a whole-word-masking strategy for out-of-vocabulary words?,"[2885, 2887, 2886, 2836, 2822, 2879, 2841, 2834, 2840, 2826]","[2872, 2885]",1,0.5
0.5,2020.acl-main.423,Academic paper,How much improvement in performance is observed when using SenseBERT with a 60K-token vocabulary over the baseline of 30K no OOV?,"[2890, 2879, 2904, 2891, 2799, 2981, 2902, 2558, 2552, 23665]",[2890],1,1.0
0.5,2020.acl-main.423,Academic paper,How much does SenseBERT_BASE improve upon BERT_BASE in the SemEval-SS Frozen task?,"[2828, 2890, 2907, 2917, 2914, 2920, 2918, 2909, 4022, 2814]",[2907],3,1.0
0.5,2020.acl-main.423,Academic paper,"According to Figure 3(b), how does SenseBERT abstract the role of ""bass"" in the sentence ""Dan cooked a bass on the grill""?","[2898, 2828, 2897, 2896, 2884, 2814, 2890, 2840, 2839, 2835]",[2883],Not Found,0.0
0.5,2020.acl-main.423,Academic paper,What is the primary difference between the BERT and SenseBERT architectures as shown in Figure 1?,"[2839, 2896, 2907, 2914, 2890, 2917, 2911, 2852, 2900, 2891]",[2839],1,1.0
0.5,2020.acl-main.423,Academic paper,"In Figure 2(a), what is the pattern observed among the supersenses?","[24008, 378, 23991, 24013, 24871, 23990, 25051, 23909, 25046, 24000]",[2871],Not Found,0.0
0.5,2020.starsem-1.17,Academic paper,Which slot type shows the least performance improvement when comparing DS-DST to DS-Span?,"[4000, 4001, 3997, 3982, 3996, 3904, 3912, 3917, 3919, 3933]",[3996],5,1.0
0.5,2020.starsem-1.17,Academic paper,Which model has the highest joint accuracy on the MultiWOZ 2.1 dataset according to Table 2?,"[4003, 3989, 3992, 3975, 4006, 3954, 4010, 3967, 3965, 3968]",[3975],4,1.0
0.5,2020.starsem-1.17,Academic paper,How does the proposed DS-DST model determine the matching between candidate values and the dialogue context?,"[3933, 3924, 3990, 3973, 3982, 3912, 3925, 3921, 3922, 3975]",[3933],1,1.0
0.5,2020.starsem-1.17,Academic paper,What is the accuracy of DS-DST for the hotel-type slot?,"[4000, 3923, 3933, 3912, 4001, 3996, 3982, 3924, 4024, 4003]",[4001],5,1.0
0.5,2020.acl-main.207,Academic paper,What evaluation metrics are used for the citation prediction tasks?,"[26051, 26052, 26053, 26028, 23414, 26054, 26055, 26050, 3561, 23184]",[2551],Not Found,0.0
0.5,2020.acl-main.207,Academic paper,Which training signal resulted in the highest score for the CITE category?,"[2588, 2551, 2540, 2518, 2914, 2870, 2832, 2858, 25814, 5806]",[2576],Not Found,0.0
0.5,2020.acl-main.207,Academic paper,"Which SciBERT fine-tuned model performs the best on average across all categories, and what is its average score?","[22719, 22711, 23800, 23562, 2588, 23786, 2890, 2576, 23798, 3717]",[2588],5,1.0
0.5,2020.acl-main.207,Academic paper,What F1 score did the SPECTER model achieve for the MeSH classification task?,"[2580, 2524, 2576, 2584, 2571, 2508, 2588, 2518, 2598, 2513]",[2576],3,1.0
0.5,2020.acl-main.207,Academic paper,"In Figure 2, which embedding technique appears to produce more tightly clustered groups representing different topics?","[2966, 2586, 2584, 2831, 23519, 22114, 396, 2871, 388, 2893]",[2584],3,1.0
0.5,2020.acl-main.653,Academic paper,Does XLM outperform M-BERT in Vietnamese and Chinese for the XLT task?,"[3470, 3495, 3373, 3366, 3367, 3361, 3359, 3464, 3354, 3298]",[3359],7,1.0
0.5,2020.acl-main.653,Academic paper,Calculate the average F1 score across all context languages when the question language is German (de).,"[3464, 3370, 3360, 3336, 3471, 3561, 3441, 3342, 3476, 3367]",[3370],2,1.0
0.5,2020.acl-main.653,Academic paper,Calculate the average number of instances per article for the Arabic language using the numbers provided in Table 4.,"[3336, 3366, 3334, 3441, 3370, 3339, 3467, 3361, 3297, 3342]","[3336, 3324]",1,0.5
0.5,2020.acl-main.653,Academic paper,"Based on the trends observed in Figure 3, which language seems to handle ""Where"" questions almost as well as the overall performance?","[3465, 3463, 3464, 3363, 3163, 3360, 3467, 23494, 3468, 3476]",[3360],6,1.0
0.5,2020.acl-main.653,Academic paper,Which model has the highest F1 score for Spanish (es)?,"[3471, 3370, 3367, 3334, 3476, 3336, 3441, 23145, 3333, 3368]",[3367],3,1.0
0.5,2020.acl-main.653,Academic paper,What is the F1 score for XLM when both the context language and question language are English?,"[3366, 3297, 3441, 3329, 3463, 3309, 3464, 3379, 3817, 13169]",[3367],Not Found,0.0
0.5,2020.acl-main.653,Academic paper,How many more parallel sentences are there in English/German than in English/Spanish according to Table 1?,"[3320, 3652, 3294, 3476, 3527, 3288, 23252, 3342, 3370, 3367]","[3305, 3317]",Not Found,0.0
0.5,2020.acl-main.653,Academic paper,What is the first step in the MLQA annotation pipeline?,"[3309, 3299, 3314, 3310, 3467, 3377, 3294, 3331, 3335, 3334]",[3309],1,1.0
0.5,2020.acl-main.653,Academic paper,How many figures are there in the paper (excluding Appendix)?,"[2039, 2040, 23338, 22273, 2623, 2624, 12267, 12002, 2614, 23050]","[3360, 3368, 3309, 3342]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,What is the purpose of the dual co-attention mechanisms in the GCAN model?,"[3230, 3242, 3240, 3238, 3235, 3236, 3233, 3237, 3239, 3241]","[3208, 3196]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,Which GCAN sub-model component removal resulted in the lowest accuracy for Twitter15?,"[3267, 3265, 3058, 3059, 3264, 22864, 22867, 3036, 3035, 22991]","[3241, 3225]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,Compute the average Recall improvement of GCAN across both Twitter15 and Twitter16 datasets.,"[3257, 3259, 3261, 3265, 3262, 3241, 3252, 3282, 3266, 3035]",[3257],1,1.0
0.5,2020.acl-main.48,Academic paper,How many source tweets were identified in the Twitter16 dataset?,"[3241, 3252, 3200, 3270, 3135, 3271, 3898, 3242, 3272, 3187]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,What is the difference in the number of users between the Twitter15 and Twitter16 datasets?,"[3241, 3265, 3261, 3257, 3262, 3259, 3252, 3266, 3282, 25767]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,"Which dataset has a higher ratio of true to fake tweets, Twitter15 or Twitter16?","[3241, 3252, 3265, 3266, 3272, 3271, 3257, 3259, 3282, 3262]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,What is the highest accuracy achieved by GCAN with just 10 retweeters according to Figure 2?,"[3262, 3261, 3996, 3265, 3975, 13218, 22886, 22873, 22059, 4000]",[3261],2,1.0
0.5,2020.acl-main.48,Academic paper,What is the first sentence on page 4?,"[22543, 25918, 22540, 25480, 22450, 4794, 24693, 22542, 3852, 25302]",[3209],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,What loss function is optimized in the Translation Ranking model architecture?,"[3511, 3493, 3538, 3514, 3513, 3516, 3515, 3517, 3521, 3518]",[3511],1,1.0
0.5,2020.emnlp-main.213,Academic paper,Which metric showed the highest correlation with human judgments for the en-cs language pair according to Table 1?,"[3568, 3655, 3566, 3554, 3576, 23006, 3555, 3575, 22946, 3561]",[3547],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,"For the en-ru language pair, which COMET model performed better, the COMET-HETER Estimator or the MQM Estimator, and by how much did it outperform the other?","[3552, 3554, 3648, 3562, 3557, 3544, 3566, 3542, 3561, 3538]",[3547],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,Which metric has the highest Kendall's Tau (τ) correlation for the lt-en language pair?,"[3656, 3655, 3653, 3566, 3559, 3547, 3561, 22124, 22062, 22119]","[3561, 3547]",6,1.0
0.5,2020.emnlp-main.213,Academic paper,What are the inputs to the Translation Ranking model depicted in Figure 2?,"[3538, 3511, 3515, 3521, 3518, 3517, 3514, 3523, 3516, 3513]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,How does the Translation Ranking model process its inputs according to Figure 2?,"[3514, 3516, 3513, 3515, 3520, 3519, 3521, 3522, 3518, 3517]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,"What is the purpose of the triplet margin loss in the Translation Ranking model, as shown in Figure 2?","[3538, 3511, 3493, 3514, 3515, 3518, 3517, 3521, 3523, 3516]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,On which page does the paper discuss about the related works?,"[23350, 2595, 2990, 23010, 2594, 23351, 2518, 7829, 2596, 7815]","[3572, 3573]",Not Found,0.0
0.5,2020.findings-emnlp.139,Academic paper,How does CodeBERT differ in its approach for the natural language code search when compared to the models reported by Code- searchnet challenge,"[3716, 3718, 3791, 3715, 3714, 3717, 3667, 3662, 3709, 3711]",[3715],4,1.0
0.5,2020.findings-emnlp.139,Academic paper,What is the BLEU score for CodeBERT when pre-trained with MLM+RTD objectives?,"[3740, 3739, 3736, 22884, 3561, 3744, 22886, 3632, 3562, 22848]",[3739],2,1.0
0.5,2020.findings-emnlp.139,Academic paper,Which programming language has the highest number of bimodal data points according to Table 1?,"[3687, 3699, 3662, 3675, 3685, 3694, 3667, 3688, 3706, 3686]","[3673, 3687]",1,0.5
0.5,2020.findings-emnlp.139,Academic paper,Which model achieved the highest overall BLEU score for the code-to-documentation generation task?,"[3784, 3735, 3916, 12960, 12958, 22884, 3734, 3989, 3739, 22853]",[3735],2,1.0
0.5,2020.findings-emnlp.139,Academic paper,Which programming language had the most datapoints for PL probing according to Table 3?,"[3725, 3667, 3688, 3726, 3687, 3668, 3706, 3775, 3730, 3714]",[3724],Not Found,0.0
0.5,2020.findings-emnlp.139,Academic paper,What is the total number of datapoints for Python when combining both bimodal and unimodal codes?,"[3687, 3699, 3685, 3662, 3688, 3686, 3743, 3667, 3666, 3675]","[3673, 3687]",1,0.5
0.5,2020.findings-emnlp.139,Academic paper,How many authors are listed in the paper?,"[23651, 2768, 3599, 3383, 26344, 23646, 13243, 3405, 22395, 22377]","[3658, 3659, 3660]",Not Found,0.0
0.5,2020.sltu-1.28,Academic paper,What is the total number of tokens in the Tamil-English language pair dataset?,"[3844, 3845, 3828, 3826, 3815, 3834, 3841, 3858, 3898, 3832]",[3844],1,1.0
0.5,2020.sltu-1.28,Academic paper,What percentage of annotators had Tamil as the medium of schooling?,"[3839, 3834, 3837, 3828, 3816, 3845, 3811, 3886, 3844, 3832]","[3808, 3809]",Not Found,0.0
0.5,21-00620-INLSR-Vol2_Report-FINAL,Government,Does El Salvador's Financial Intelligence Unit (FIU) have staffing issues?,"[21446, 20205, 21208, 21390, 20324, 21487, 20252, 20777, 20665, 20202]","[20976, 20963]",Not Found,0.0
0.5,21-00620-INLSR-Vol2_Report-FINAL,Government,What sectors did the 2018 National Risk Assessment (NRA) characterize as medium/high risk for money laundering?,"[20190, 21407, 20506, 20462, 21061, 15789, 21688, 11193, 20191, 21328]","[20867, 20859]",Not Found,0.0
0.5,21-00620-INLSR-Vol2_Report-FINAL,Government,"Has Brazil recovered any illicit funds blocked overseas due to ""Operation Carwash""?","[20621, 21345, 7874, 21188, 21380, 20568, 6685, 20593, 21115, 20540]",[20621],1,1.0
0.5,2020720029,Laws,Does Law No. 32 of 2007 in Tunisia set the same minimum age for marriage for both males and females?,"[6843, 6703, 6845, 11285, 6582, 14679, 14988, 11299, 6704, 11300]",[6843],1,1.0
0.5,2020720029,Laws,What does article 10 of Finland's Constitution specifically guarantee?,"[6492, 6489, 6471, 6419, 6524, 6420, 6413, 6582, 6429, 6583]",[6493],Not Found,0.0
0.5,2022666111,Laws,What is the federal cabinet required to establish within 60 days after the end of a state of emergency?,"[10676, 15353, 10571, 9261, 5354, 19109, 18538, 20354, 18907, 14008]",[11969],Not Found,0.0
0.5,2022666111,Laws,What powers does the Ontario Premier have under the Emergency Management and Civil Protection Act during an emergency?,"[11892, 11893, 11980, 11918, 11923, 11986, 11949, 11889, 11954, 11891]",[11892],1,1.0
0.5,2023555900,Laws,Under which act could the costs for repatriation of remains potentially be covered if the family cannot afford them?,"[13446, 13420, 13432, 13452, 13491, 13406, 13430, 13422, 13497, 13467]",[13447],Not Found,0.0
0.5,2023555900,Laws,Does Israeli law explicitly address the expenses for repatriating the bodies of foreign nationals who die in immigration custody?,"[13456, 13450, 13490, 13446, 13404, 13497, 13406, 13791, 13482, 15216]",[13456],1,1.0
0.5,2023555907,Laws,Are Home Office staff required to consider the maturity and actual age of an unaccompanied minor when assessing their asylum claim?,"[15156, 15183, 15179, 15135, 15173, 15200, 15174, 15196, 15199, 14482]","[15088, 15087]",Not Found,0.0
0.5,2020714995,Laws,Is there a database in South Africa for tracing individuals suspected to have been in contact with COVID-19 patients?,"[4531, 5272, 4535, 4260, 4772, 5277, 4086, 4873, 5090, 4802]",[5228],Not Found,0.0
0.5,2020714995,Laws,Is the IBGE allowed to share data with public or private companies for generating official statistics?,"[4154, 6147, 6404, 5108, 4945, 5058, 4228, 4463, 6395, 4862]","[4154, 4147]",1,0.5
0.5,2020714995,Laws,"Under the PRC General Rules of Civil Law, what must organizations and individuals do before obtaining personal data of others?","[4335, 4331, 4336, 5007, 4318, 5014, 4945, 15457, 9760, 9759]","[4328, 4335]",1,0.5
0.5,2023555908,Laws,What action can be taken against a legal person who completes a notifiable acquisition without government approval?,"[15791, 15781, 15785, 15782, 15789, 15787, 13671, 7826, 15780, 15685]",[15791],1,1.0
0.5,2023555930,Laws,Does the Constitution of Iran guarantee equality before the law for all citizens?,"[18939, 18945, 18937, 6836, 18973, 6692, 13550, 17299, 18940, 18951]",[18939],1,1.0
0.5,2023555906,Laws,Is it possible for someone to be granted a subclass 202 (Global Special Humanitarian visa) if they are in Australia?,"[13950, 13951, 13949, 13953, 13952, 13947, 13960, 14926, 13958, 13954]","[13949, 13950]",1,1.0
0.5,2023555906,Laws,Can a person apply for asylum in Brazil from outside the country?,"[13952, 13951, 14104, 13688, 13941, 19218, 6387, 13950, 7379, 7372]",[13947],Not Found,0.0
0.5,2023555906,Laws,Can a person apply for a permanent “protection visa” in Australia if they arrive without a valid visa?,"[13950, 2177, 14651, 13951, 13949, 12690, 12676, 12677, 2093, 14913]","[13949, 13950]",1,1.0
0.5,2023555906,Laws,How many countries are covered in the report?,"[24599, 18490, 15817, 19244, 20328, 14812, 20329, 5995, 8146, 16525]",[13941],Not Found,0.0
0.5,2020714994,Laws,What was the primary objective of the legislative amendments introduced by the Amendment Law?,"[4042, 14730, 4057, 4051, 4058, 6011, 4055, 6209, 4040, 21219]",[4042],1,1.0
0.5,2021687417,Laws,"What is the significance of the Climate Change Bill 2021 introduced by Fiji, and what goals has it set?","[10185, 10184, 11874, 10188, 4297, 15116, 4311, 15115, 15112, 15385]","[10184, 10185]",1,1.0
