"lambda_rel","doc_name","domain","question","layout_retrieved","gt","first_hit_rank","recall","source_range"
"0.5","2020.acl-main.45","Academic paper","Which model variant has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model?","[3058, 3059, 23684, 3061, 26062, 26309, 22991, 3035, 23685, 2588]","[3058]","1","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","What data augmentation method resulted in the highest F1-score for the BERT model according to Table 8?","[3047, 22061, 23790, 3069, 3070, 3996, 3059, 3046, 22092, 3036]","[3069]","4","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","What is the highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10?","[3084, 3081, 3047, 3048, 22277, 22453, 3360, 3165, 22455, 3174]","[3085]","Not Found","0.0","0-75"
"0.5","2020.acl-main.45","Academic paper","Which model achieved the highest F1 score in the English WSJ dataset?","[3036, 3035, 3257, 22885, 3975, 12943, 3373, 2920, 2900, 3565]","[3036]","1","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","What performance boost did BERT+DSC achieve for the MRPC?","[3059, 3064, 3061, 3058, 3063, 3046, 3048, 2917, 3994, 3047]","[3048, 3059]","1","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","How does the performance of BERT+DL on SST-5 compare to that of BERT+DSC?","[3077, 3036, 3079, 3035, 3069, 3048, 3058, 3047, 3994, 3059]","[3077]","1","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","By how much does the accuracy of BERT+CE on SST-2 exceed that of BERT+DL?","[3077, 3079, 2917, 3975, 4000, 3994, 3069, 22886, 3058, 3788]","[3077]","1","1.0","0-75"
"0.5","2020.acl-main.45","Academic paper","What is the ratio of negative to positive examples for the Quoref task?","[3055, 3098, 3168, 3248, 23776, 4731, 4638, 26309, 14227, 2731]","[3084]","Not Found","0.0","0-75"
"0.5","2020.acl-main.423","Academic paper","Does SenseBERT employ a whole-word-masking strategy for out-of-vocabulary words?","[2836, 2840, 2579, 3360, 2852, 2890, 2824, 2877, 2900, 2884]","[2872, 2885]","Not Found","0.0","0-75"
"0.5","2020.acl-main.423","Academic paper","How much improvement in performance is observed when using SenseBERT with a 60K-token vocabulary over the baseline of 30K no OOV?","[2890, 2904, 2891, 2902, 2879, 23670, 2907, 22850, 2909, 2714]","[2890]","1","1.0","0-75"
"0.5","2020.acl-main.423","Academic paper","How much does SenseBERT_BASE improve upon BERT_BASE in the SemEval-SS Frozen task?","[2909, 2907, 2828, 2890, 2908, 2914, 2917, 2911, 2897, 2891]","[2907]","2","1.0","0-75"
"0.5","2020.acl-main.423","Academic paper","According to Figure 3(b), how does SenseBERT abstract the role of ""bass"" in the sentence ""Dan cooked a bass on the grill""?","[2898, 2883, 2882, 2826, 2859, 18290, 3997, 2894, 25073, 2827]","[2883]","2","1.0","0-75"
"0.5","2020.acl-main.423","Academic paper","What is the primary difference between the BERT and SenseBERT architectures as shown in Figure 1?","[2907, 2839, 2835, 2908, 2896, 2909, 2917, 2840, 2852, 2897]","[2839]","2","1.0","0-75"
"0.5","2020.acl-main.423","Academic paper","In Figure 2(a), what is the pattern observed among the supersenses?","[2893, 2889, 2871, 2916, 2894, 22946, 23156, 2965, 2836, 24849]","[2871]","3","1.0","0-75"
"0.5","2020.starsem-1.17","Academic paper","Which slot type shows the least performance improvement when comparing DS-DST to DS-Span?","[4001, 4000, 3997, 3996, 3904, 4003, 4008, 3912, 3990, 3982]","[3996]","4","1.0","0-75"
"0.5","2020.starsem-1.17","Academic paper","Which model has the highest joint accuracy on the MultiWOZ 2.1 dataset according to Table 2?","[3989, 3992, 4013, 3975, 3994, 4022, 22886, 3991, 4006, 4000]","[3975]","4","1.0","0-75"
"0.5","2020.starsem-1.17","Academic paper","How does the proposed DS-DST model determine the matching between candidate values and the dialogue context?","[4003, 3923, 3904, 3933, 4000, 3924, 3983, 4001, 3919, 3996]","[3933]","4","1.0","0-75"
"0.5","2020.starsem-1.17","Academic paper","What is the accuracy of DS-DST for the hotel-type slot?","[4000, 3996, 4001, 4003, 3975, 4008, 3982, 4024, 3912, 3997]","[4001]","3","1.0","0-75"
"0.5","2020.acl-main.207","Academic paper","What evaluation metrics are used for the citation prediction tasks?","[26051, 26052, 23184, 26028, 23414, 26053, 26054, 22060, 22581, 22219]","[2551]","Not Found","0.0","0-75"
"0.5","2020.acl-main.207","Academic paper","Which training signal resulted in the highest score for the CITE category?","[2588, 2540, 22422, 2914, 2832, 3673, 22485, 22420, 2978, 3077]","[2576]","Not Found","0.0","0-75"
"0.5","2020.acl-main.207","Academic paper","Which SciBERT fine-tuned model performs the best on average across all categories, and what is its average score?","[2588, 2587, 13038, 23800, 23790, 2518, 22711, 2582, 2624, 2589]","[2588]","1","1.0","0-75"
"0.5","2020.acl-main.207","Academic paper","What F1 score did the SPECTER model achieve for the MeSH classification task?","[2571, 2576, 2580, 3350, 3368, 3044, 3360, 3464, 3074, 3465]","[2576]","2","1.0","0-75"
"0.5","2020.acl-main.207","Academic paper","In Figure 2, which embedding technique appears to produce more tightly clustered groups representing different topics?","[2584, 2586, 22197, 2617, 2966, 22114, 3499, 22174, 2904, 24020]","[2584]","1","1.0","0-75"
"0.5","2020.acl-main.653","Academic paper","Does XLM outperform M-BERT in Vietnamese and Chinese for the XLT task?","[3470, 3373, 3361, 3360, 3367, 23124, 3354, 3471, 3495, 20602]","[3359]","Not Found","0.0","0-75"
"0.5","2020.acl-main.653","Academic paper","Calculate the average F1 score across all context languages when the question language is German (de).","[3464, 3367, 3360, 3370, 3368, 3356, 3465, 3652, 3656, 3471]","[3370]","4","1.0","0-75"
"0.5","2020.acl-main.653","Academic paper","Calculate the average number of instances per article for the Arabic language using the numbers provided in Table 4.","[3336, 3333, 3476, 3334, 3360, 3367, 3335, 3471, 3475, 3954]","[3336, 3324]","1","0.5","0-75"
"0.5","2020.acl-main.653","Academic paper","Based on the trends observed in Figure 3, which language seems to handle ""Where"" questions almost as well as the overall performance?","[3465, 3360, 3363, 3464, 3463, 13218, 22903, 3468, 22857, 12946]","[3360]","2","1.0","0-75"
"0.5","2020.acl-main.653","Academic paper","Which model has the highest F1 score for Spanish (es)?","[3467, 23472, 3785, 22885, 3368, 2911, 3373, 3788, 3565, 23561]","[3367]","Not Found","0.0","0-75"
"0.5","2020.acl-main.653","Academic paper","What is the F1 score for XLM when both the context language and question language are English?","[3360, 3464, 3367, 3364, 3470, 3361, 3468, 3366, 22485, 3373]","[3367]","3","1.0","0-75"
"0.5","2020.acl-main.653","Academic paper","How many more parallel sentences are there in English/German than in English/Spanish according to Table 1?","[3476, 3317, 3320, 3652, 3475, 3309, 23826, 23141, 23494, 23142]","[3305, 3317]","2","0.5","0-75"
"0.5","2020.acl-main.653","Academic paper","What is the first step in the MLQA annotation pipeline?","[3309, 3314, 725, 25970, 2427, 23778, 23386, 3310, 23504, 12394]","[3309]","1","1.0","0-75"
"0.5","2020.acl-main.653","Academic paper","How many figures are there in the paper (excluding Appendix)?","[2613, 25912, 25909, 12924, 2040, 24483, 15729, 10784, 22899, 25165]","[3360, 3368, 3309, 3342]","Not Found","0.0","0-75"
"0.5","2020.acl-main.48","Academic paper","What is the purpose of the dual co-attention mechanisms in the GCAN model?","[3190, 3191, 3264, 3236, 3208, 3239, 3238, 3235, 3259, 3230]","[3208, 3196]","5","0.5","0-75"
"0.5","2020.acl-main.48","Academic paper","Which GCAN sub-model component removal resulted in the lowest accuracy for Twitter15?","[3265, 3261, 3262, 3259, 3257, 26096, 2679, 22853, 22875, 3036]","[3241, 3225]","Not Found","0.0","0-75"
"0.5","2020.acl-main.48","Academic paper","Compute the average Recall improvement of GCAN across both Twitter15 and Twitter16 datasets.","[3259, 3257, 3265, 3261, 3262, 3241, 3252, 3266, 3827, 3181]","[3257]","2","1.0","0-75"
"0.5","2020.acl-main.48","Academic paper","How many source tweets were identified in the Twitter16 dataset?","[3252, 3241, 3266, 3265, 3261, 3259, 3262, 3257, 3181, 22649]","[3241, 3225]","2","0.5","0-75"
"0.5","2020.acl-main.48","Academic paper","What is the difference in the number of users between the Twitter15 and Twitter16 datasets?","[3241, 3265, 3257, 3261, 3252, 3262, 3259, 7181, 7178, 3266]","[3241, 3225]","1","0.5","0-75"
"0.5","2020.acl-main.48","Academic paper","Which dataset has a higher ratio of true to fake tweets, Twitter15 or Twitter16?","[3241, 3252, 3265, 3259, 3257, 3266, 3261, 3272, 3262, 3282]","[3241, 3225]","1","0.5","0-75"
"0.5","2020.acl-main.48","Academic paper","What is the highest accuracy achieved by GCAN with just 10 retweeters according to Figure 2?","[3260, 3262, 3261, 3265, 26076, 3788, 3255, 3276, 23095, 23074]","[3261]","3","1.0","0-75"
"0.5","2020.acl-main.48","Academic paper","What is the first sentence on page 4?","[2682, 3543, 3243, 24329, 4443, 24480, 3062, 17572, 24629, 26050]","[3209]","Not Found","0.0","0-75"
"0.5","2020.emnlp-main.213","Academic paper","What loss function is optimized in the Translation Ranking model architecture?","[3514, 3933, 2532, 1035, 1049, 23386, 2600, 3510, 1093, 23441]","[3511]","Not Found","0.0","0-75"
"0.5","2020.emnlp-main.213","Academic paper","Which metric showed the highest correlation with human judgments for the en-cs language pair according to Table 1?","[3562, 3555, 3581, 2674, 3554, 23691, 3547, 3568, 2555, 22057]","[3547]","7","1.0","0-75"
"0.5","2020.emnlp-main.213","Academic paper","For the en-ru language pair, which COMET model performed better, the COMET-HETER Estimator or the MQM Estimator, and by how much did it outperform the other?","[3552, 3554, 3655, 3562, 3648, 3656, 3538, 3566, 3493, 3541]","[3547]","Not Found","0.0","0-75"
"0.5","2020.emnlp-main.213","Academic paper","Which metric has the highest Kendall's Tau (τ) correlation for the lt-en language pair?","[3559, 3566, 3655, 3656, 3544, 3512, 3545, 22045, 3568, 23361]","[3561, 3547]","Not Found","0.0","0-75"
"0.5","2020.emnlp-main.213","Academic paper","What are the inputs to the Translation Ranking model depicted in Figure 2?","[3514, 3510, 3511, 13174, 22912, 3517, 3522, 22091, 22911, 2845]","[3496, 3510]","2","0.5","0-75"
"0.5","2020.emnlp-main.213","Academic paper","How does the Translation Ranking model process its inputs according to Figure 2?","[3514, 3511, 3522, 3520, 3510, 3515, 3523, 3521, 3518, 13174]","[3496, 3510]","5","0.5","0-75"
"0.5","2020.emnlp-main.213","Academic paper","What is the purpose of the triplet margin loss in the Translation Ranking model, as shown in Figure 2?","[3514, 3511, 3510, 2533, 23697, 23711, 23464, 23714, 3648, 22911]","[3496, 3510]","3","0.5","0-75"
"0.5","2020.emnlp-main.213","Academic paper","On which page does the paper discuss about the related works?","[23350, 2595, 3825, 3918, 2991, 3193, 23127, 2829, 22255, 26272]","[3572, 3573]","Not Found","0.0","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","How does CodeBERT differ in its approach for the natural language code search when compared to the models reported by Code- searchnet challenge","[3715, 3738, 3717, 3716, 3667, 3788, 3662, 3791, 3729, 3666]","[3715]","1","1.0","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","What is the BLEU score for CodeBERT when pre-trained with MLM+RTD objectives?","[3740, 3739, 3717, 3736, 3729, 3699, 3735, 3778, 3718, 3788]","[3739]","2","1.0","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","Which programming language has the highest number of bimodal data points according to Table 1?","[3687, 3774, 3735, 3688, 3775, 698, 23494, 23491, 3726, 3667]","[3673, 3687]","1","0.5","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","Which model achieved the highest overall BLEU score for the code-to-documentation generation task?","[3729, 3736, 3739, 3797, 3740, 3734, 3738, 3879, 24773, 23375]","[3735]","Not Found","0.0","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","Which programming language had the most datapoints for PL probing according to Table 3?","[3725, 3726, 3774, 3724, 3687, 3714, 3775, 3731, 3711, 3720]","[3724]","4","1.0","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","What is the total number of datapoints for Python when combining both bimodal and unimodal codes?","[3687, 3688, 3686, 3706, 3667, 3666, 3743, 3675, 3685, 3735]","[3673, 3687]","1","0.5","0-75"
"0.5","2020.findings-emnlp.139","Academic paper","How many authors are listed in the paper?","[18826, 11237, 14741, 5673, 11105, 11260, 3491, 1244, 18232, 21672]","[3658, 3659, 3660]","Not Found","0.0","0-75"
"0.5","2020.sltu-1.28","Academic paper","What is the total number of tokens in the Tamil-English language pair dataset?","[3845, 3844, 3652, 3814, 3841, 3826, 2655, 3818, 3832, 3834]","[3844]","2","1.0","0-75"
"0.5","2020.sltu-1.28","Academic paper","What percentage of annotators had Tamil as the medium of schooling?","[3837, 3839, 3814, 3834, 3844, 485, 647, 22533, 3811, 3845]","[3808, 3809]","Not Found","0.0","0-75"
"0.5","21-00620-INLSR-Vol2_Report-FINAL","Government","Does El Salvador's Financial Intelligence Unit (FIU) have staffing issues?","[20331, 21446, 20976, 20333, 20205, 21208, 20252, 20329, 21390, 20324]","[20976, 20963]","3","0.5","0-75"
"0.5","21-00620-INLSR-Vol2_Report-FINAL","Government","What sectors did the 2018 National Risk Assessment (NRA) characterize as medium/high risk for money laundering?","[21051, 20410, 21797, 20190, 20867, 21195, 20722, 21061, 21709, 20997]","[20867, 20859]","5","0.5","0-75"
"0.5","21-00620-INLSR-Vol2_Report-FINAL","Government","Has Brazil recovered any illicit funds blocked overseas due to ""Operation Carwash""?","[20621, 20677, 20924, 6155, 5177, 11975, 20902, 11996, 21033, 7874]","[20621]","1","1.0","0-75"
"0.5","2020720029","Laws","Does Law No. 32 of 2007 in Tunisia set the same minimum age for marriage for both males and females?","[6843, 6703, 6702, 6778, 6841, 19441, 6704, 6362, 18706, 6593]","[6843]","1","1.0","0-75"
"0.5","2020720029","Laws","What does article 10 of Finland's Constitution specifically guarantee?","[6489, 6492, 6428, 6471, 6516, 6449, 6451, 6445, 6450, 6429]","[6493]","Not Found","0.0","0-75"
"0.5","2022666111","Laws","What is the federal cabinet required to establish within 60 days after the end of a state of emergency?","[11969, 4749, 5157, 11947, 11899, 11991, 11967, 11996, 11906, 11949]","[11969]","1","1.0","0-75"
